Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
226,CA-2015-163055,8/9/2015,8/16/2015,Standard Class,DS-13180,OFF-AR-10001026,2.20,1,0.00,0.97
227,CA-2015-163055,8/9/2015,8/16/2015,Standard Class,DS-13180,FUR-TA-10003748,622.45,5,0.00,136.94
228,CA-2015-163055,8/9/2015,8/16/2015,Standard Class,DS-13180,OFF-ST-10002485,21.98,1,0.00,0.22
229,US-2015-145436,2/28/2015,3/4/2015,Standard Class,VD-21670,FUR-CH-10004860,161.57,2,0.20,-28.27
230,US-2015-145436,2/28/2015,3/4/2015,Standard Class,VD-21670,FUR-CH-10004477,389.70,8,0.20,43.84
231,US-2014-156216,9/13/2014,9/17/2014,Standard Class,EA-14035,OFF-BI-10001679,18.65,7,0.70,-12.43
232,US-2017-100930,4/7/2017,4/12/2017,Standard Class,CS-12400,FUR-TA-10001705,233.86,2,0.45,-102.05
233,US-2017-100930,4/7/2017,4/12/2017,Standard Class,CS-12400,FUR-TA-10003473,620.61,3,0.45,-248.25
234,US-2017-100930,4/7/2017,4/12/2017,Standard Class,CS-12400,OFF-BI-10001679,5.33,2,0.70,-3.55
235,US-2017-100930,4/7/2017,4/12/2017,Standard Class,CS-12400,FUR-FU-10004017,258.07,3,0.20,0.00
236,US-2017-100930,4/7/2017,4/12/2017,Standard Class,CS-12400,TEC-AC-10003832,617.98,3,0.20,-7.72
237,CA-2017-160514,11/12/2017,11/16/2017,Standard Class,DB-13120,OFF-PA-10002479,10.56,2,0.00,4.75
238,CA-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,OFF-PA-10003349,25.92,5,0.20,9.40
239,CA-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-FU-10000576,419.68,5,0.60,-356.73
240,CA-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-FU-10004351,11.69,3,0.60,-4.68
241,CA-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,TEC-PH-10000011,31.98,2,0.20,11.19
242,CA-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-TA-10002607,177.23,5,0.50,-120.51
243,CA-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-FU-10002505,4.04,3,0.60,-2.83
244,CA-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,OFF-AR-10004685,7.41,2,0.20,1.20
245,CA-2014-131926,6/1/2014,6/6/2014,Second Class,DW-13480,FUR-CH-10004063,2001.86,7,0.00,580.54
246,CA-2014-131926,6/1/2014,6/6/2014,Second Class,DW-13480,OFF-ST-10002276,166.72,2,0.00,41.68
247,CA-2014-131926,6/1/2014,6/6/2014,Second Class,DW-13480,OFF-PA-10004082,47.88,6,0.00,23.94
248,CA-2014-131926,6/1/2014,6/6/2014,Second Class,DW-13480,OFF-AP-10002945,1503.25,5,0.00,496.07
249,CA-2014-131926,6/1/2014,6/6/2014,Second Class,DW-13480,OFF-PA-10000061,25.92,4,0.00,12.44
250,CA-2016-154739,12/10/2016,12/15/2016,Second Class,LH-17155,FUR-CH-10002965,321.57,2,0.20,28.14
251,CA-2016-145625,9/11/2016,9/17/2016,Standard Class,KC-16540,OFF-PA-10004569,7.61,1,0.00,3.58
252,CA-2016-145625,9/11/2016,9/17/2016,Standard Class,KC-16540,TEC-AC-10003832,3347.37,13,0.00,636.00
253,CA-2016-146941,12/10/2016,12/13/2016,First Class,DL-13315,OFF-ST-10001228,80.58,6,0.00,22.56
254,CA-2016-146941,12/10/2016,12/13/2016,First Class,DL-13315,OFF-EN-10003296,361.92,4,0.00,162.86
255,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,FUR-FU-10002505,12.13,9,0.60,-8.49
256,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,OFF-ST-10004804,82.37,2,0.20,-19.56
257,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,OFF-ST-10001590,53.92,5,0.20,4.04
258,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,TEC-PH-10001580,647.90,6,0.20,56.69
259,CA-2017-163139,12/1/2017,12/3/2017,Second Class,CC-12670,TEC-AC-10000290,20.37,3,0.00,6.93
260,CA-2017-163139,12/1/2017,12/3/2017,Second Class,CC-12670,OFF-ST-10002790,221.55,3,0.00,6.65
261,CA-2017-163139,12/1/2017,12/3/2017,Second Class,CC-12670,OFF-BI-10003460,17.52,5,0.20,6.13
262,US-2017-155299,6/8/2017,6/12/2017,Standard Class,Dl-13600,OFF-AP-10002203,1.62,2,0.80,-4.47
263,US-2014-106992,9/19/2014,9/21/2014,Second Class,SB-20290,TEC-MA-10000822,3059.98,3,0.40,-510.00
264,US-2014-106992,9/19/2014,9/21/2014,Second Class,SB-20290,TEC-MA-10003353,2519.96,7,0.40,-252.00
265,CA-2016-125318,6/6/2016,6/13/2016,Standard Class,RC-19825,TEC-PH-10001433,328.22,4,0.20,28.72
266,CA-2015-155040,11/10/2015,11/15/2015,Standard Class,AH-10210,TEC-AC-10004469,79.90,2,0.00,35.16
267,CA-2017-136826,6/16/2017,6/20/2017,Standard Class,CB-12535,OFF-AR-10003602,14.02,3,0.20,4.73
268,CA-2016-111010,1/22/2016,1/28/2016,Standard Class,PG-18895,OFF-FA-10003472,7.56,6,0.00,0.30
269,US-2017-145366,12/9/2017,12/13/2017,Standard Class,CA-12310,OFF-ST-10004180,37.21,1,0.20,-7.44
270,US-2017-145366,12/9/2017,12/13/2017,Standard Class,CA-12310,OFF-EN-10004386,57.58,3,0.20,21.59
271,CA-2017-163979,12/28/2017,1/2/2018,Second Class,KH-16690,OFF-ST-10003208,725.84,4,0.00,210.49
272,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,TEC-AC-10003628,209.93,7,0.00,92.37
273,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,FUR-FU-10003274,5.28,3,0.00,2.32
274,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,OFF-BI-10002557,10.92,3,0.20,4.10
275,CA-2017-118136,9/16/2017,9/17/2017,First Class,BB-10990,OFF-PA-10002615,8.82,2,0.00,4.06
276,CA-2017-118136,9/16/2017,9/17/2017,First Class,BB-10990,OFF-AR-10001427,5.98,1,0.00,1.55
277,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,OFF-PA-10000673,11.65,2,0.20,4.08
278,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,OFF-PA-10004470,18.18,4,0.20,5.91
279,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,OFF-ST-10000876,59.71,6,0.20,5.97
280,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,OFF-LA-10002043,24.84,3,0.20,8.69
281,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,OFF-BI-10004967,2.08,5,0.80,-3.43
282,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,TEC-PH-10001760,1114.40,7,0.20,376.11
283,CA-2015-130890,11/2/2015,11/6/2015,Standard Class,JO-15280,FUR-TA-10002903,1038.84,5,0.20,51.94
284,CA-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,OFF-PA-10000474,141.76,5,0.20,47.84
285,CA-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,TEC-AC-10001956,239.80,5,0.20,47.96
286,CA-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,OFF-PA-10004100,31.10,6,0.20,10.89
287,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,OFF-BI-10000778,254.06,7,0.70,-169.37
288,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,OFF-AP-10002684,194.53,2,0.20,24.32
289,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,OFF-SU-10000646,961.48,5,0.20,-204.31
290,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,OFF-FA-10002983,19.10,7,0.20,6.68
291,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,OFF-LA-10004689,18.50,8,0.20,6.24
292,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,TEC-AC-10002001,255.98,2,0.20,54.40
293,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,FUR-BO-10004709,86.97,3,0.50,-48.70
294,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,FUR-FU-10004091,300.42,8,0.20,78.86
295,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,FUR-CH-10001891,230.35,3,0.20,20.16
296,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,FUR-FU-10002918,218.35,3,0.20,-24.56
297,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,OFF-BI-10004593,78.60,5,0.70,-62.88
298,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,OFF-FA-10004854,27.55,3,0.20,9.30
299,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-PA-10002105,32.40,5,0.00,15.55
300,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-ST-10002756,1082.48,8,0.00,10.82
301,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-PA-10004243,56.91,3,0.00,27.32
302,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,FUR-FU-10001861,77.60,4,0.00,38.02
303,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-BI-10002706,14.28,1,0.00,6.57
304,US-2017-152380,11/19/2017,11/23/2017,Standard Class,JH-15910,FUR-TA-10002533,219.08,3,0.50,-131.45
305,CA-2015-144253,5/4/2015,5/9/2015,Second Class,AS-10225,FUR-FU-10002671,26.80,2,0.00,12.86
306,CA-2014-130960,12/30/2014,1/4/2015,Standard Class,KB-16600,OFF-AR-10003651,9.84,3,0.00,2.85
307,CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,OFF-BI-10001072,45.48,3,0.00,20.92
308,CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,OFF-AR-10002135,289.20,6,0.00,83.87
309,CA-2017-126774,4/15/2017,4/17/2017,First Class,SH-20395,OFF-AR-10002804,4.89,1,0.00,2.00
310,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-FU-10001918,15.14,4,0.20,3.59
311,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-CH-10004086,466.77,2,0.20,52.51
312,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-FU-10001756,15.23,1,0.20,1.71
313,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,OFF-LA-10000634,6.26,3,0.20,2.04
314,CA-2014-120887,9/27/2014,10/3/2014,Standard Class,TS-21205,FUR-FU-10001588,87.54,3,0.00,37.64
315,CA-2014-167850,8/9/2014,8/16/2014,Standard Class,AG-10525,TEC-PH-10002398,178.38,2,0.20,22.30
316,CA-2014-167850,8/9/2014,8/16/2014,Standard Class,AG-10525,OFF-PA-10001937,15.55,3,0.20,5.44
317,CA-2014-164259,12/28/2014,12/30/2014,First Class,SP-20860,OFF-AR-10003373,99.14,4,0.20,8.67
318,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,FUR-CH-10002602,135.88,1,0.10,24.16
319,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,TEC-MA-10002927,3991.98,2,0.00,1995.99
320,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,TEC-PH-10004093,275.94,6,0.00,80.02
321,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,TEC-AC-10000892,360.00,4,0.00,129.60
322,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,OFF-ST-10002974,43.57,1,0.00,13.07
323,CA-2014-156601,9/19/2014,9/24/2014,Standard Class,FA-14230,OFF-FA-10000624,7.16,2,0.00,3.58
324,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,OFF-BI-10004593,251.52,6,0.20,81.74
325,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,TEC-AC-10001908,99.99,1,0.00,35.00
326,CA-2017-153339,11/3/2017,11/5/2017,Second Class,DJ-13510,FUR-FU-10001967,15.99,1,0.20,1.00
327,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,TEC-PH-10003645,290.90,3,0.40,-67.88
328,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-ST-10000675,54.22,2,0.20,3.39
329,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,FUR-CH-10003312,786.74,4,0.30,-258.50
330,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-LA-10001074,100.24,10,0.20,33.83
331,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-BI-10001524,37.76,6,0.70,-27.69
332,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,TEC-PH-10004614,82.80,2,0.40,-20.70
333,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,OFF-BI-10001153,20.72,2,0.70,-13.82
334,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,OFF-BI-10001982,4.90,3,0.70,-3.43
335,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,OFF-BI-10001922,4.75,1,0.20,1.60
336,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,TEC-CO-10001449,959.98,2,0.20,335.99
337,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,OFF-BI-10004140,14.37,4,0.20,4.49
338,CA-2014-129924,7/12/2014,7/17/2014,Standard Class,AC-10420,OFF-BI-10003314,7.71,2,0.20,2.80
339,CA-2014-129924,7/12/2014,7/17/2014,Standard Class,AC-10420,FUR-TA-10004575,698.35,3,0.20,-17.46
340,CA-2015-128167,6/22/2015,6/26/2015,Second Class,KL-16645,OFF-FA-10000490,4.96,4,0.00,2.33
341,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,OFF-AR-10000122,17.86,4,0.20,1.12
342,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,OFF-BI-10003656,509.97,10,0.70,-407.98
343,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,OFF-FA-10002780,30.99,13,0.20,10.07
344,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,TEC-PH-10000702,71.93,12,0.40,8.39
345,US-2015-120712,12/20/2015,12/24/2015,Standard Class,CS-12130,OFF-ST-10000107,88.80,4,0.20,-2.22
346,CA-2017-169901,6/15/2017,6/19/2017,Standard Class,CC-12550,TEC-PH-10002293,47.98,3,0.20,4.80
347,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,OFF-AR-10004027,7.56,3,0.00,3.10
348,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,OFF-PA-10000249,24.56,2,0.00,11.54
349,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,OFF-AR-10001374,12.96,2,0.00,4.15
350,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,TEC-AC-10000290,6.79,1,0.00,2.31
351,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-PA-10001970,24.56,2,0.00,11.54
352,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-BI-10002160,3.05,1,0.20,1.07
353,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-PA-10001970,49.12,4,0.00,23.09
354,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-BI-10004995,4355.17,4,0.20,1415.43
355,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,FUR-BO-10002268,388.70,6,0.20,-4.86
356,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-EN-10001137,8.26,2,0.00,3.80
357,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-AR-10002399,17.04,4,0.00,6.99
358,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-PA-10002713,34.40,5,0.00,15.82
359,CA-2016-130001,4/23/2016,4/28/2016,Standard Class,HK-14890,OFF-PA-10002666,36.24,5,0.20,11.33
360,CA-2017-155698,3/8/2017,3/11/2017,First Class,VB-21745,OFF-AP-10001124,647.84,8,0.00,168.44
361,CA-2017-155698,3/8/2017,3/11/2017,First Class,VB-21745,OFF-LA-10001158,20.70,2,0.00,9.94
362,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,OFF-LA-10001158,20.70,2,0.00,9.94
363,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,FUR-CH-10000785,488.65,3,0.10,86.87
364,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,OFF-AR-10003732,5.56,2,0.00,1.45
365,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,FUR-FU-10000023,47.12,8,0.00,20.73
366,CA-2014-123344,9/24/2014,9/29/2014,Standard Class,JD-16060,OFF-ST-10001713,211.96,4,0.00,8.48
367,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-BI-10002412,23.20,4,0.00,10.44
368,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-SU-10001225,7.36,2,0.00,0.15
369,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-ST-10002406,104.79,7,0.00,29.34
370,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,FUR-BO-10002545,1043.92,4,0.00,271.42
371,CA-2017-104745,5/29/2017,6/4/2017,Standard Class,GT-14755,OFF-PA-10002036,25.92,5,0.20,9.40
372,CA-2017-104745,5/29/2017,6/4/2017,Standard Class,GT-14755,OFF-ST-10002205,53.42,3,0.20,4.67
373,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,OFF-BI-10001982,8.16,5,0.70,-5.71
374,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,TEC-AC-10003911,1023.94,8,0.20,179.19
375,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,OFF-AR-10000658,9.24,1,0.20,0.92
376,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,TEC-AC-10002076,479.04,10,0.20,-29.94
377,US-2016-134656,9/28/2016,10/1/2016,First Class,MM-18280,OFF-PA-10003039,99.14,4,0.20,30.98
378,US-2017-134481,8/27/2017,9/1/2017,Standard Class,AR-10405,FUR-TA-10004915,1488.42,7,0.30,-297.68
379,CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,OFF-AP-10000696,8.65,3,0.80,-20.33
380,CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,OFF-ST-10003327,23.83,3,0.20,2.68
381,CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,OFF-BI-10000309,12.18,4,0.80,-18.87
382,CA-2016-134775,10/28/2016,10/29/2016,First Class,AS-10285,OFF-PA-10004734,50.96,7,0.00,25.48
383,CA-2016-134775,10/28/2016,10/29/2016,First Class,AS-10285,OFF-BI-10002225,49.54,3,0.20,17.34
384,CA-2015-125395,6/26/2015,6/29/2015,Second Class,LA-16780,TEC-AC-10004708,41.90,2,0.00,8.80
385,US-2015-168935,11/27/2015,12/2/2015,Standard Class,DO-13435,FUR-TA-10000617,375.46,3,0.45,-157.01
386,US-2015-168935,11/27/2015,12/2/2015,Standard Class,DO-13435,TEC-AC-10002335,83.98,3,0.20,-1.05
387,CA-2015-122756,12/3/2015,12/7/2015,Standard Class,DK-13225,TEC-MA-10001681,482.34,4,0.70,-337.64
388,CA-2015-122756,12/3/2015,12/7/2015,Standard Class,DK-13225,FUR-FU-10001935,2.96,1,0.20,0.78
389,CA-2014-115973,11/24/2014,11/26/2014,First Class,NG-18430,OFF-AR-10004757,2.62,1,0.20,0.43
390,CA-2017-101798,12/11/2017,12/15/2017,Standard Class,MV-18190,OFF-BI-10000050,23.36,4,0.20,7.88
391,CA-2017-101798,12/11/2017,12/15/2017,Standard Class,MV-18190,TEC-AC-10001998,39.98,2,0.00,13.59
392,US-2014-135972,9/21/2014,9/23/2014,Second Class,JG-15115,TEC-PH-10003012,246.38,2,0.20,27.72
393,US-2014-135972,9/21/2014,9/23/2014,Second Class,JG-15115,TEC-CO-10002313,1799.97,3,0.00,701.99
394,US-2014-134971,6/7/2014,6/10/2014,Second Class,BP-11095,OFF-BI-10003982,12.46,3,0.80,-20.56
395,CA-2017-102946,6/30/2017,7/5/2017,Standard Class,VP-21730,OFF-BI-10004492,75.79,3,0.20,25.58
396,CA-2017-165603,10/17/2017,10/19/2017,Second Class,SS-20140,OFF-ST-10000798,49.96,2,0.00,9.49
397,CA-2017-165603,10/17/2017,10/19/2017,Second Class,SS-20140,OFF-PA-10002552,12.96,2,0.00,6.22
398,CA-2015-122259,10/31/2015,11/4/2015,Standard Class,HP-14815,OFF-SU-10002573,70.12,4,0.00,21.04
399,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,OFF-ST-10001580,35.95,3,0.20,3.60
400,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,FUR-BO-10004834,2396.27,4,0.32,-317.15
401,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,OFF-ST-10000934,131.14,4,0.20,-32.78
402,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,TEC-AC-10000158,57.58,2,0.20,0.72
403,CA-2014-113166,12/24/2014,12/26/2014,First Class,LF-17185,OFF-PA-10001947,9.57,2,0.20,3.47
404,CA-2014-155208,4/16/2014,4/20/2014,Standard Class,SP-20650,OFF-AR-10003478,39.07,6,0.20,9.77
405,CA-2017-117933,12/24/2017,12/29/2017,Standard Class,RF-19840,OFF-AP-10004249,35.91,3,0.00,9.70
406,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,TEC-AC-10000158,179.95,5,0.00,37.79
407,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,TEC-CO-10004115,1199.98,3,0.20,434.99
408,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10003724,27.15,5,0.00,13.30
409,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,FUR-TA-10002041,1004.02,7,0.20,-112.95
410,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10002893,9.68,1,0.00,4.65
411,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-LA-10003766,28.35,9,0.00,13.61
412,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10001970,55.98,1,0.00,27.43
413,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,FUR-BO-10001972,1336.83,13,0.15,31.45
414,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,FUR-CH-10003956,113.57,2,0.20,-18.45
415,CA-2017-142636,11/3/2017,11/7/2017,Standard Class,KC-16675,OFF-PA-10000157,139.86,7,0.00,65.73
416,CA-2017-142636,11/3/2017,11/7/2017,Standard Class,KC-16675,FUR-CH-10001891,307.14,4,0.20,26.87
417,CA-2017-122105,6/24/2017,6/28/2017,Standard Class,CJ-12010,OFF-AR-10004344,95.92,8,0.00,25.90
418,CA-2016-148796,4/14/2016,4/18/2016,Standard Class,PB-19150,FUR-CH-10004886,383.80,5,0.20,38.38
419,CA-2017-154816,11/6/2017,11/10/2017,Standard Class,VB-21745,OFF-PA-10003845,5.78,1,0.00,2.83
420,CA-2017-110478,3/4/2017,3/9/2017,Standard Class,SP-20860,OFF-AR-10001573,9.32,4,0.00,2.70
421,CA-2017-110478,3/4/2017,3/9/2017,Standard Class,SP-20860,OFF-EN-10000483,15.25,1,0.00,7.02
422,CA-2014-142048,6/22/2014,6/25/2014,First Class,JE-15745,TEC-AC-10004114,196.75,6,0.20,56.57
423,CA-2017-125388,10/19/2017,10/23/2017,Standard Class,MP-17965,FUR-FU-10004712,56.56,4,0.00,14.71
424,CA-2017-125388,10/19/2017,10/23/2017,Standard Class,MP-17965,OFF-ST-10000918,32.70,3,0.00,8.50
425,CA-2017-155705,8/21/2017,8/23/2017,Second Class,NF-18385,FUR-CH-10000015,866.40,4,0.00,225.26
426,CA-2017-149160,11/23/2017,11/26/2017,Second Class,JM-15265,FUR-FU-10003347,28.40,2,0.00,11.08
427,CA-2017-149160,11/23/2017,11/26/2017,Second Class,JM-15265,OFF-BI-10001543,287.92,8,0.00,138.20
428,CA-2014-101476,9/12/2014,9/13/2014,First Class,SD-20485,TEC-MA-10000029,69.99,1,0.00,30.10
429,CA-2017-152275,10/1/2017,10/8/2017,Standard Class,KH-16630,OFF-AR-10000369,6.67,6,0.20,0.50
430,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,OFF-BI-10004584,189.59,2,0.70,-145.35
431,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,TEC-AC-10004659,408.74,7,0.20,76.64
432,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,TEC-AC-10004659,291.96,5,0.20,54.74
433,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,OFF-ST-10000617,4.77,2,0.20,-0.77
434,CA-2016-127369,6/6/2016,6/7/2016,First Class,DB-13060,OFF-ST-10003306,714.30,5,0.00,207.15
435,US-2014-150574,12/19/2014,12/25/2014,Standard Class,MK-18160,OFF-BI-10000773,4.81,2,0.70,-3.69
436,US-2014-150574,12/19/2014,12/25/2014,Standard Class,MK-18160,TEC-AC-10002600,247.80,5,0.20,-18.59
437,CA-2016-147375,6/12/2016,6/14/2016,Second Class,PO-19180,TEC-MA-10002937,1007.98,3,0.30,43.20
438,CA-2016-147375,6/12/2016,6/14/2016,Second Class,PO-19180,OFF-PA-10001970,313.49,7,0.20,113.64
439,CA-2017-130043,9/15/2017,9/19/2017,Standard Class,BB-11545,OFF-PA-10002230,31.87,8,0.20,11.55
440,CA-2017-157252,1/20/2017,1/23/2017,Second Class,CV-12805,FUR-CH-10003396,207.85,3,0.10,2.31
441,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,FUR-FU-10000246,12.22,1,0.00,3.67
442,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-ST-10000060,194.94,3,0.00,23.39
443,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-ST-10003058,70.95,3,0.00,20.58
444,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-PA-10002222,91.36,4,0.00,42.03
445,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,FUR-CH-10002372,242.94,3,0.00,29.15
446,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-LA-10001317,22.05,7,0.00,10.58
447,CA-2017-154214,3/20/2017,3/25/2017,Second Class,TB-21595,FUR-FU-10000206,2.91,1,0.00,1.37
448,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-AR-10000588,59.52,3,0.00,15.48
449,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-ST-10001469,161.94,3,0.00,9.72
450,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-AR-10001953,263.88,6,0.00,71.25
451,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-AR-10003156,30.48,3,0.00,7.92
